"","school_id","student_id","ISCED_level","ISCED_orient","private_public_school","dimension_city","gender","index_immigration_status","mother_education","father_education","highest_education_parents","home_possessions","cultural_possessions","home_edu_resources","escs","video_games","sport_after_school","read_books","internet_social","meet_friends","study_before_school","study_after_school","out_of_school_study_time_per_week","learning_time_math","learning_time_lang","learning_time_science","learning_time_total","disciplinari_climate","subjective_well_being","enjoy_science","interest_broad_science","intrum_motiv_science","motivat","parent_emotional_support","test_anxiety","pv5math","pv5read","pv5scie"
"405","38000021","38019230","Secondary_2nd","General","Public",3,"Female","Native","L6","L6","L6",45764,0.0768,0.0321,1.2184,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",21,110,165,23,223,-1.0005,-0.4995,-0.8208,-2.4981,1.0728,1.8543,-0.4096,0.5209,451.793,427.125,496.453
"406","38000021","38008427","Secondary_2nd","General","Public",3,"Female","Native","L5","L4","L5",35105,-0.831,1.1563,0.0642,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",19,165,220,23,223,0.0039,0.0248,0.5094,2.4511,-0.7778,-0.1519,-0.4195,1.0496,397.144,432.545,506.007
"407","38000021","38016738","Secondary_2nd","General","Public",3,"Female","Native","L3","L3","L3",43434,-0.0652,1.1563,0.42,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",23,220,385,40,223,-0.2336,0.6642,0.8904,0.7736,0.3708,-0.4363,0.7454,1.1311,494.676,485.714,495.406
"408","38000021","38014385","Secondary_2nd","General","Public",3,"Female","Native","L2","L2","L2",42849,1.0478,1.1563,-1.081,"Yes, and I use it","Yes","Yes","Yes","Yes","No","Yes",27,200,200,38,204,0.5529,-0.6334,0.5094,0.9248,0.7648,-0.4954,-1.8389,0.7186,613.799,578.314,578.408
"409","38000021","38011679","Secondary_2nd","General","Public",3,"Female","Native","L2","L4","L4",45202,1.0478,1.1563,0.0076,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",NA,275,220,32,245,0.0039,0.6642,0.5094,2.4511,-0.7778,-0.0495,0.7454,0.2594,656.587,587.59,638.225
"410","38000021","38019595","Secondary_2nd","General","Public",3,"Female","Native","L6","L4","L6",46374,0.7777,1.1563,1.5715,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",25,330,220,40,223,0.2829,0.6642,0.5094,0.9248,0.3708,-1.0771,0.7454,1.181,611.546,565.543,566.977
"411","38000021","38002015","Secondary_2nd","General","Public",3,"Male","Native","L6","L6","L6",44925,1.0478,1.1563,1.2496,"Yes, but I don't use it","Yes","Yes","Yes","Yes","Yes","Yes",27,275,220,23,223,1.8837,1.0269,0.5094,0.964,1.7359,0.8598,0.7454,0.5306,605.011,540.068,606.397
"412","38000021","38001844","Secondary_2nd","General","Public",3,"Male","Native","L2","L6","L6",44023,0.2293,1.1563,0.9891,"Yes, and I use it","Yes","No","Yes","Yes","No","Yes",19,220,220,23,223,0.0039,0.7934,0.5094,0.6584,-0.494,-0.1314,0.7454,-0.2039,554.861,541.532,582.893
"413","38000021","38018502","Secondary_2nd","General","Public",3,"Male","Native","L6","L2","L6",33759,-0.4365,-0.1108,0.7153,"Yes, and I use it","Yes","No","Yes","Yes","No","Yes",5,385,220,23,223,0.0039,-0.3381,-0.1945,0.5305,0.0125,-0.7662,0.1104,-0.4671,566.15,527.232,589.116
"414","38000021","38005252","Secondary_2nd","General","Public",3,"Male",NA,"L6","L5","L6",36171,0.6062,1.1563,-0.064,"Yes, and I use it",NA,NA,NA,NA,"Yes",NA,22,165,220,23,259,0.6605,-0.9909,0.0441,0.8849,-0.8367,-0.2111,-0.0807,0.5083,476.542,464.44,474.361
"415","38000021","38001889","Secondary_2nd","General","Public",3,"Male","Native","L4","L4","L4",39687,1.0478,-0.1108,-0.505,"No","No","No","Yes","No","Yes","Yes",19,220,385,40,223,0.1099,0.4438,2.1635,1.2221,1.7359,-0.7662,-0.3546,0.8565,631.45,491.948,573.646
"416","38000021","38014271","Secondary_2nd","General","Public",3,"Male","Native","L4","L4","L4",51648,2.1655,1.1563,1.0099,"Yes, and I use it","Yes","No","Yes","Yes","Yes","Yes",16,220,385,40,223,0.2884,0.1516,1.0938,0.8185,1.7359,-1.1798,0.7454,1.0016,755.793,592.18,656.121
"417","38000021","38014943","Secondary_2nd","General","Public",3,"Male","Native","L4","L6","L6",43676,0.0636,-0.8323,1.2657,"No","Yes","No","No","No","Yes","Yes",10,150,210,25,NA,-0.9553,-0.5523,-0.4318,0.1409,1.2817,0.0437,0.7454,0.7291,345.608,409.271,421.945
"418","38000021","38005181","Secondary_2nd","General","Public",3,"Male","Native","L6","L6","L6",41115,0.0768,1.1563,0.8203,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",26,220,220,40,223,0.8934,0.1985,0.5094,0.1075,0.3708,-0.5643,-0.015,-0.0345,444.886,590.035,513.235
"419","38000021","38018031","Secondary_2nd","General","Public",3,"Male","Native","L3","L4","L4",43104,0.7777,1.1563,0.2611,"Yes, and I use it","No","No","No","No","No","No",11,180,225,35,185,-0.4176,-1.3003,0.8931,0.9659,1.356,-0.3936,0.7454,-0.3643,638.543,652.735,651.778
"420","38000021","38007317","Secondary_2nd","General","Public",3,"Male","Native","L4","L4","L4",37289,-1.2278,1.1563,0.2541,"Yes, and I use it","No","Yes","Yes","Yes","Yes","Yes",21,330,220,40,223,-1.0005,-0.6239,0.5094,1.234,0.3708,-0.3804,0.7454,0.4517,555.685,480.332,517.591
"421","38000021","38016596","Secondary_2nd","General","Public",3,"Male","Native","L6","L6","L6",49226,0.3941,1.1563,1.5317,"Yes, and I use it","Yes","No","Yes","Yes","Yes","Yes",6,330,220,40,223,0.0039,1.5043,0.5094,0.5305,0.3708,0.5387,0.7454,-0.6762,528.967,511.498,572.033
"422","38000021","38004826","Secondary_2nd","General","Public",3,"Male","Native","L5","L4","L5",31691,-0.7039,1.1563,-0.2265,"Yes, and I use it","Yes","Yes","Yes","Yes","Yes","Yes",10,275,220,40,223,-0.9788,0.4597,2.1635,0.5305,1.7359,-0.8702,-0.2559,-1.0327,531.05,462.506,597.887
"423","38000021","38012903","Secondary_2nd","General","Public",3,"Female","Native","L6","L6","L6",43551,0.6062,1.1563,1.4677,"Yes, and I use it","No","Yes","Yes","Yes","No","Yes",17,220,220,32,245,0.0039,0.6642,-0.8208,0.438,-0.5375,-0.1756,-1.0369,-0.567,657.812,641.777,619.981
"424","38000022","38000434","Secondary_2nd","General","Public",4,"Female","Native","L4","L2","L4",40268,1.0478,1.1563,0.4875,"Yes, and I use it","No","Yes","Yes","Yes","No","Yes",22,180,240,35,241,-0.7937,-0.0621,1.0501,1.3588,0.3708,-4e-04,-0.0918,1.4394,566.823,468.192,494.876
"425","38000022","38016507","Secondary_2nd","General","Public",4,"Female","Native","L3","L3","L3",31428,-0.222,1.1563,-1.1164,"No","No","No","Yes","Yes","Yes","Yes",50,180,240,25,241,-0.3506,1.0269,-0.1379,1.1786,-0.2002,-0.1756,-0.4096,1.2918,272.765,430.936,295.736
"426","38000022","38015805","Secondary_2nd","General","Public",4,"Female","Native","L6","L2","L6",40067,-0.0514,1.1563,-0.0241,"Yes, and I use it","No","No","Yes","Yes","Yes","No",13,220,220,49,223,-0.7737,-0.1966,-1.7339,-0.7212,1.1151,-0.7534,NA,0.5022,366.995,411.747,370.892
"427","38000022","38016005","Secondary_2nd","General","Public",4,"Male","Native","L4","L2","L4",39367,1.0478,1.1563,0.4544,"Yes, and I use it","No","Yes","Yes","Yes","No","Yes",23,180,240,25,241,-0.4266,0.3171,0.5094,1.0687,0.3708,-0.4495,-0.0918,0.0752,618.183,591.09,582.025
"428","38000022","38015824","Secondary_2nd","General","Public",4,"Female","Native","L2","L2","L2",36136,0.6093,-1.1119,-0.9144,"No","No","Yes","Yes","Yes","No","Yes",12,180,240,25,241,0.0717,-0.7639,-0.8208,-0.5836,0.2464,-0.7408,-0.4096,1.4987,470.703,498.177,468.083
"429","38000022","38012516","Secondary_2nd","General","Public",4,"Female","Native","L3","L4","L4",44833,2.1655,1.1563,0.3247,"Yes, and I use it","No","No","Yes","Yes","Yes","Yes",13,180,240,25,241,0.2884,-0.5064,0.4391,0.3315,0.317,-0.9854,0.7454,0.7754,500.631,538.505,476.691
"430","38000022","38002825","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",41469,0.6093,-0.1108,0.5523,"Yes, and I use it","Yes","No","Yes","Yes","No","Yes",2,180,240,25,241,NA,0.6642,-0.8499,-1.2668,-0.3035,-0.4849,-1.0369,-0.308,607.602,542.687,543.657
"431","38000022","38016017","Secondary_2nd","General","Public",4,"Female","Native","L2","L2","L2",26387,-0.6174,-1.1119,-1.81,"Yes, but I don't use it","No","Yes","Yes","Yes","Yes","Yes",14,165,220,23,223,-0.1023,-0.4725,-0.6427,-0.0848,0.267,0.4631,-1.8389,2.5493,514.855,453.834,409.352
"432","38000022","38005619","Secondary_2nd","General","Public",4,"Female","Native","L6","L6","L6",34787,-0.1523,-0.1639,-0.0735,"No","Yes",NA,"Yes","Yes","Yes","Yes",9,180,240,25,241,0.2884,0.0622,0.125,0.0345,-0.0086,-0.5616,-0.5704,0.4752,426.775,431.177,387.054
"433","38000022","38001189","Secondary_2nd","General","Public",4,"Female","Native","L6","L6","L6",34527,-0.5975,1.1563,0.0616,"Yes, and I use it","No","No","Yes","Yes","Yes","Yes",9,180,240,25,241,-0.4234,-0.1144,0.125,-0.1178,-0.3035,-0.1624,NA,1.1311,575.977,523.884,505.554
"434","38000022","38013798","Secondary_2nd","General","Public",4,"Female","Native","L4","L6","L6",47484,0.7777,0.0321,1.6123,"Yes, and I use it","Yes","Yes","Yes","Yes","No","Yes",24,180,240,25,241,-1.0005,0.6642,-0.4049,1.0787,-0.494,0.1609,-0.4195,-0.4671,568.826,610.718,568.815
"435","38000022","38009734","Secondary_2nd","General","Public",4,"Female","Native","L4",NA,"L4",33774,-0.7039,1.1563,-0.2677,"Yes, but I don't use it","Yes","No","Yes","Yes","Yes","Yes",23,180,240,25,241,-0.0454,-0.66,-0.8208,-0.01,1.0728,0.4631,-0.4096,2.5493,479.376,481.408,462.148
"436","38000022","38013526","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",39339,-0.7273,1.1563,-0.4558,"Yes, and I use it","No","No","Yes","Yes","No","Yes",19,180,240,25,241,-1.8465,0.3171,0.0992,-0.8083,-0.7778,-0.8771,0.7454,1.0016,415.3,521.258,502.563
"437","38000022","38018716","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",37370,0.3744,1.1563,-0.4042,"Yes, but I don't use it","Yes","Yes","Yes","Yes","Yes","Yes",14,180,240,25,241,0.5529,-0.4838,-0.8208,-0.1626,-0.7778,-0.4495,-1.8389,1.1338,388.718,458.113,392.792
"438","38000022","38002910","Secondary_2nd","General","Public",4,"Female","Native","L6","L6","L6",31806,-0.3331,0.0321,-0.0797,"Yes, and I use it","No","No","Yes","Yes","Yes","Yes",6,165,220,23,223,0.6558,0.9357,-0.8208,-0.7742,-0.7778,-1.6384,0.7454,0.8531,474.039,533.919,482.171
"439","38000022","38016519","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",37950,1.0478,1.1563,-0.4242,"Yes, but I don't use it","Yes","Yes","Yes","Yes","No","Yes",18,180,240,25,241,1.3818,-0.1862,0.6773,0.8609,0.3708,-1.1296,0.7454,-0.7849,469.909,467.792,470.105
"440","38000022","38015912","Secondary_2nd","General","Public",4,"Female","Native","L6","L2","L6",36960,0.3744,-0.1108,1.0395,"Yes, and I use it","No","Yes","Yes","Yes","No","Yes",13,180,360,25,241,NA,-0.7862,-0.395,-1.0724,-0.7778,-0.4954,-1.8389,-0.308,505.37,440.87,445.527
"441","38000022","38002139","Secondary_2nd","General","Public",4,"Female","Native","L3","L4","L4",34358,-0.4343,-0.6281,0.1463,"No","Yes","No","Yes","Yes","No","Yes",15,180,240,25,241,-0.0405,-0.6239,0.5094,-0.9216,0.0125,-0.1163,-1.8389,-0.6871,617.96,609.3,579.556
"442","38000022","38015139","Secondary_2nd","General","Public",4,"Female","Native","L6","L3","L6",50853,2.1655,1.1563,1.0754,"Yes, and I use it","Yes","No","Yes","Yes","Yes","Yes",18,180,180,25,241,0.5952,1.0594,-0.524,0.9003,-0.2152,0.5387,0.7454,1.1338,434.514,482.451,430.088
"443","38000022","38006446","Secondary_2nd","General","Public",4,"Male","Native","L4","L6","L6",31581,0.0433,-0.1108,0.8212,"Yes, and I use it","Yes","No","Yes","Yes","No","Yes",29,180,360,25,280,-0.6073,0.0248,-2.1154,-0.14,0.3708,1.3961,0.7454,0.4002,474.608,440.181,479.547
"444","38000022","38005536","Secondary_2nd","General","Public",4,"Male","Native","L4","L4","L4",31326,0.3005,-1.4432,-0.5023,"Yes, and I use it","No","No","Yes","Yes","Yes","Yes",30,180,360,25,241,-0.0405,-0.6239,0.5094,2.1765,0.3708,-0.1651,0.7454,0.5209,502.541,498.716,538.418
"445","38000022","38009234","Secondary_2nd","General","Public",4,"Male","Native","L6","L6","L6",40884,2.1655,1.1563,1.0184,"No","No","No","Yes","Yes","No","Yes",10,330,880,40,377,-1.8465,2.5915,-2.1154,-0.0737,-1.9301,1.8543,NA,0.7806,474.097,435.704,410.777
"446","38000022","38002234","Secondary_2nd","General","Public",4,"Male",NA,"L6","L2","L6",54370,2.1655,1.1563,1.5681,"Yes, but I don't use it",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,374.063,456.358,353.752
"447","38000022","38007727","Secondary_2nd","General","Public",4,"Female","Native","L2","L1","L2",30890,-0.831,0.0321,-1.6238,"Yes, but I don't use it","Yes","Yes","Yes","Yes","No","No",30,120,240,25,263,0.8934,-0.3381,-0.2121,-0.1991,0.0125,-1.3192,-0.9094,-0.308,555.089,529.551,564.244
"448","38000022","38009910","Secondary_2nd","General","Public",4,"Female","Native","L4","L6","L6",46424,1.0478,1.1563,0.8087,"Yes, but I don't use it","Yes","No","Yes","Yes","Yes","Yes",38,150,200,1,225,0.0039,0.2947,0.5094,0.6026,0.2852,-1.023,-0.4195,0.219,439.673,498.96,442.995
"449","38000022","38018597","Secondary_2nd","General","Public",4,"Female","Native","L6","L6","L6",28380,-0.6174,1.1563,-0.3296,"Yes, and I use it","No","No","Yes","No","No","No",25,180,240,25,241,NA,-0.8126,0.5094,-0.0162,0.3708,-1.4136,0.7454,0.7186,370.67,425.775,435.332
"450","38000022","38004164","Secondary_2nd","General","Public",4,"Female","Native","L4","L6","L6",55513,2.1655,1.1563,1.0947,"Yes, but I don't use it","Yes","No","Yes","Yes","Yes","No",12,180,240,25,241,0.4046,-0.8844,-0.3274,0.3411,-0.494,-0.2111,-0.5704,0.206,477.594,458.544,508.108
"451","38000023","38008468","Secondary_2nd","General","Public",4,"Female","First-Generation","L5","L4","L5",31023,-0.356,1.1563,-0.3544,"Yes, but I don't use it","No","Yes","Yes","Yes","No","Yes",13,240,240,35,NA,0.2884,-0.4838,-0.395,0.6584,0.3708,-0.2315,-0.0918,0.6434,390.085,463.819,441.09
"452","38000023","38005485","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",33794,0.2162,0.6645,-0.8249,"Yes, and I use it","No","No","Yes","Yes","Yes","Yes",17,100,100,10,123,0.5529,-0.3612,0.0992,0.228,-0.0948,-0.0056,0.7454,0.7291,425.526,431.078,472.934
"453","38000023","38012272","Secondary_2nd","General","Public",4,"Female","Native","L2","L2","L2",35001,-0.4365,1.1563,-0.9355,"Yes, but I don't use it","Yes","Yes","Yes","Yes","No","Yes",36,110,495,23,245,1.3818,-1.1186,-0.6148,0.5502,-1.9301,-1.0165,-0.4096,1.0746,513.5,597.996,520.713
"454","38000023","38017535","Secondary_2nd","General","Public",4,"Female","Native","L2","L2","L2",32681,-0.2818,-0.1108,-1.2687,"Yes, but I don't use it","Yes","No","Yes","Yes","Yes","Yes",21,180,540,25,309,1.1892,-1.1284,-1.0127,-0.4651,-1.5357,-0.5512,NA,1.8135,394.702,505.922,460.899
"455","38000023","38000898","Secondary_2nd","General","Public",4,"Female","Native","L2","L2","L2",27891,-0.7039,-1.1119,-1.5894,NA,"Yes","No","Yes","No","No","No",25,180,300,25,241,-1.3923,-0.4838,-0.8208,-0.2865,-0.2874,-0.3673,0.7454,1.7237,494.467,445.189,468.872
"456","38000023","38003074","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",39169,0.3005,-0.1108,0.0339,"No","Yes","Yes","Yes","Yes","Yes","Yes",68,120,300,25,241,-0.3809,1.5043,0.5094,0.6692,1.0218,0.5031,0.7454,1.0016,452.292,558.52,454.533
"457","38000023","38011380","Secondary_2nd","General","Public",4,"Female","Native","L5","L4","L5",34307,0.0433,0.1927,0.7168,NA,"No","Yes","Yes","Yes","Yes","Yes",30,180,300,25,NA,-0.7439,-0.3381,0.5094,0.7165,-0.5375,0.8598,NA,-0.308,441.187,475.78,470.717
"458","38000023","38013766","Secondary_2nd","General","Public",4,"Female","Native","L4","L1","L4",33994,-0.7039,1.1563,-0.6936,"Yes, and I use it","Yes","No","Yes","Yes","No","Yes",31,240,180,43,241,0.2884,-0.3381,-0.8208,0.5305,0.3708,-0.1651,0.7454,1.4987,489.006,467.578,417.21
"459","38000023","38005496","Secondary_2nd","General","Public",4,"Female","Native",NA,NA,NA,39936,0.2293,1.1563,-0.5195,NA,"No","Yes","Yes","Yes","Yes","Yes",20,300,240,43,241,0.4046,-0.3381,1.3247,0.9248,1.7359,1.0385,-1.1364,0.0337,555.51,533.39,507.63
"460","38000023","38003234","Secondary_2nd","General","Public",4,"Female","Native","L2","L1","L2",28866,-1.6287,-0.7218,-1.7189,"No","No","No","Yes","No","No","Yes",8,180,240,25,241,NA,-0.4838,0.1458,0.015,0.0125,-0.7662,-0.0804,0.7993,394.63,419.802,381.559
"461","38000023","38009669","Secondary_2nd","General","Public",4,"Male","Native","L6","L6","L6",51334,2.1655,1.1563,1.3825,"Yes, and I use it","No","No","Yes","Yes","Yes","Yes",30,220,165,40,223,-1.0005,0.5423,0.5553,1.2758,0.3708,-0.1651,-0.4195,0.5209,539.069,471.965,496.697
"462","38000023","38002238","Secondary_2nd","General","Public",4,"Male","Native","L6","L2","L6",45144,0.7168,-0.2991,1.175,NA,"Yes","Yes","Yes","Yes","Yes","Yes",29,200,250,38,204,-0.5436,-0.1719,0.0992,1.011,0.3708,0.515,NA,0.4517,574.31,530.48,569.179
"463","38000023","38012421","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",43516,0.7777,-0.1108,0.3382,"Yes, and I use it","No","Yes","Yes","Yes","No","Yes",NA,NA,NA,NA,273,-0.5803,-0.082,1.6403,1.7541,0.0125,-0.2857,NA,-0.2506,528.226,548.557,492.541
"464","38000023","38018635","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",43212,1.0478,-0.1108,0.6784,"No","Yes","No","Yes","Yes","Yes","Yes",12,120,240,25,263,-1.0005,0.1258,-2.1154,-1.2847,0.3708,-0.9854,-1.9663,0.219,462.697,498.17,457.731
"465","38000023","38001975","Secondary_2nd","General","Public",4,"Male","Native","L6","L6","L6",40754,2.1655,-0.1108,1.179,"Yes, and I use it","Yes","No","Yes","Yes","Yes","Yes",24,NA,NA,NA,263,-0.9281,0.7701,0.8433,0.9703,-0.494,-0.1446,0.7454,0.765,642.744,616.643,667.671
"466","38000023","38010326","Secondary_2nd","General","Public",4,"Female","Native","L4","L4","L4",31531,0.0058,1.1563,-0.1849,"Yes, and I use it","No","Yes","Yes","Yes","Yes","Yes",55,180,240,25,241,0.6558,-2.4078,0.5094,-1.0968,1.7359,-0.3344,-1.8389,1.181,480.84,512.877,465.762
"467","38000023","38014286","Secondary_2nd","General","Public",4,"Male","Native","L2","L2","L2",35992,0.1508,1.1563,-0.5064,"Yes, and I use it","No","No","Yes","Yes","Yes","Yes",5,180,240,25,233,1.8837,-0.8643,-1.7159,-0.2052,-1.9301,-0.3158,-0.0804,0.0031,478.628,473.936,489.32
"468","38000024","38019085","Secondary_2nd","General","Public",5,"Female","Native","L1","L2","L2",27559,-0.4343,0.0659,-0.961,"Yes, but I don't use it","No","Yes","Yes","Yes","Yes","Yes",23,300,240,25,241,-0.4491,-0.5021,-1.3764,-1.2668,-0.494,-0.9207,-0.4195,2.5493,529.975,529.337,535
"469","38000024","38011990","Secondary_2nd","General","Public",5,"Female","Native","L4","L4","L4",20050,-1.2278,-1.1119,-0.3795,"Yes, but I don't use it","No","Yes","Yes","Yes","Yes","Yes",45,275,275,23,223,-0.0454,0.3602,0.8931,0.6496,-0.7778,-0.5643,-0.9094,0.5736,520.348,585.005,582.35
"470","38000024","38007243","Secondary_2nd","General","Public",5,"Female","Native","L6","L6","L6",34557,0.2293,1.1563,0.5173,"Yes, and I use it","Yes","No","Yes","Yes","Yes","Yes",11,275,220,23,223,0.2884,-0.604,0.5094,-0.0095,0.0125,-0.8671,-0.5704,1.0016,545.012,467.796,550.874
"471","38000024","38019861","Secondary_2nd","General","Public",5,"Female","Native","L6","L6","L6",43923,0.7777,-0.7218,1.1508,"Yes, but I don't use it","Yes","Yes","Yes","Yes","Yes","Yes",46,250,200,21,204,1.3185,0.6642,1.1074,1.3588,1.0218,-0.7662,0.7454,0.0752,543.814,496.425,509.542
"472","38000024","38005787","Secondary_2nd","General","Public",5,"Female","Native","L4","L4","L4",35266,-0.356,-0.1108,0.345,"Yes, but I don't use it","Yes","No","Yes","Yes","No","Yes",30,385,330,32,231,0.2884,-1.2158,-0.5781,-0.2112,-0.3035,-0.1519,0.7454,1.1059,579.477,541.059,522.958
"473","38000024","38000629","Secondary_2nd","General","Public",5,"Female","Native","L1","L2","L2",38085,0.4793,1.1563,-1.0494,"Yes, but I don't use it","No","No","Yes","Yes","Yes","No",14,300,240,25,241,0.2829,0.0248,0.5094,-0.1558,0.8732,-0.7764,0.7454,-0.3879,536.701,433.912,499.631
"474","38000024","38007165","Secondary_2nd","General","Public",5,"Female","Native","L4","L4","L4",43816,0.7777,1.1563,0.122,"No","Yes","No","Yes","Yes","No","Yes",9,275,220,23,223,0.2343,0.2067,0.5094,0.4827,0.3708,-0.7791,-0.9094,-0.2039,537.988,468.062,502.09
"475","38000024","38011533","Secondary_2nd","General","Public",5,"Female","Native","L6","L6","L6",36796,-0.2818,1.1563,1.0542,"Yes, and I use it","Yes","Yes","Yes","Yes","No","Yes",13,275,220,23,223,0.3993,0.1052,0.042,-0.6513,-0.494,-1.7814,0.7454,0.5736,518.077,516.65,514.376
"476","38000024","38005974","Secondary_2nd","General","Public",5,"Female","Second-Generation","L5","L2","L5",29609,-0.6174,-0.1108,-0.613,"No","No","No","Yes","No","No","Yes",37,300,420,25,248,-1.2142,-1.1407,0.5094,0.0979,0.5159,-0.1624,0.7454,1.1311,573.4,621.567,592.132
"477","38000024","38019425","Secondary_2nd","General","Public",5,"Female","Second-Generation","L2","L2","L2",31225,-0.0144,-0.1639,-1.7768,"Yes, and I use it","No","Yes","Yes","No","No","Yes",18,275,220,23,231,-0.6873,-0.6525,0.5094,-0.1178,0.3708,-0.61,-1.8389,-0.0836,475.876,517.776,481.35
"478","38000024","38003818","Secondary_2nd","General","Public",5,"Female","Native","L6","L6","L6",42986,1.0478,1.1563,0.5997,"Yes, and I use it","No","Yes","Yes","Yes","Yes","Yes",19,275,220,40,231,0.2884,-0.119,0.5094,0.9736,0.3708,0.8598,0.7454,0.8425,583.74,582.743,566.2
"479","38000024","38002430","Secondary_2nd","General","Public",5,"Male","Native","L4","L6","L6",46038,0.7777,-0.1108,1.3731,"Yes, and I use it","Yes","Yes","Yes","Yes","No","Yes",26,250,200,21,210,0.4034,0.5423,1.3247,0.7736,1.0218,-0.4954,0.1104,-0.0374,643.347,632.486,637.706
"480","38000024","38015828","Secondary_2nd","General","Public",5,"Male","Native","L6","L4","L6",43756,1.0478,1.1563,0.7107,"Yes, but I don't use it",NA,NA,NA,NA,"No",NA,36,275,220,23,231,-0.5177,-0.2338,2.1635,0.9659,0.3708,-0.8771,0.7454,0.9874,626.983,611.135,647.526
"481","38000024","38018443","Secondary_2nd","General","Public",5,"Male","Native","L6","L6","L6",39161,0.6062,-0.1108,0.4592,"Yes, and I use it","Yes","Yes","Yes","Yes","No","Yes",29,275,275,32,231,-0.2336,-0.0944,0.5094,0.763,0.3708,-0.61,-0.5704,0.3997,620.007,615.424,602.678
"482","38000024","38002292","Secondary_2nd","General","Public",5,"Male","Native","L4","L4","L4",47941,0.7777,1.1563,0.2737,"Yes, and I use it","Yes","Yes","Yes","Yes","No","Yes",32,275,220,23,223,0.2829,1.5043,2.1635,1.5563,1.7359,0.2296,0.7454,-0.559,474.422,549.542,565.156
"483","38000024","38018561","Secondary_2nd","General","Public",5,"Male","Native","L4","L4","L4",34691,0.0768,0.0321,-0.0894,"Yes, but I don't use it","Yes","No","Yes","No","Yes","Yes",11,275,220,40,223,0.5529,0.0248,-0.4049,0.1738,-0.3438,-1.1822,-1.8389,0.4517,521.927,589.487,544.64
"484","38000024","38018042","Secondary_2nd","General","Public",5,"Male","Native","L6","L6","L6",38622,0.0636,-0.6303,1.1213,"Yes, and I use it","Yes","Yes","No","No","No","Yes",20,275,220,23,223,-0.1023,0.412,0.5094,1.1776,0.0125,-0.5512,0.7454,-0.308,642.934,579.541,630.603
"485","38000024","38008818","Secondary_2nd","General","Public",5,"Male","Native","L4","L4","L4",40002,0.4793,-0.1108,0.0645,"No","Yes","No","Yes","No","No","Yes",22,275,220,23,223,0.7011,0.4438,2.1635,-0.1156,1.356,0.5952,0.7454,-0.6871,694.203,626.269,714.682
"486","38000024","38001591","Secondary_2nd","General","Public",5,"Male","Native","L6","L6","L6",31756,0.1508,-0.7541,0.9929,"Yes, and I use it","Yes","Yes","Yes","No","No","Yes",7,275,220,23,223,1.3818,-0.6239,2.1635,0.5217,-0.2552,-0.8771,-0.4195,-0.0908,579.772,556.591,620.691
"487","38000024","38009129","Secondary_2nd","General","Public",5,"Male","Native","L4","L4","L4",42581,0.2293,1.1563,0.1799,"Yes, and I use it","Yes","No","No","Yes","No","Yes",48,275,495,23,231,0.8934,0.942,1.6681,NA,1.0728,1.0385,0.7454,0.2594,600.964,551.732,566.747
"488","38000024","38005047","Secondary_2nd","General","Public",5,"Male","Native","L4","L6","L6",40557,2.1655,0.0659,1.1097,"Yes, but I don't use it","No","Yes","No","Yes","Yes","Yes",36,330,385,23,231,-0.8228,-0.9754,1.6681,0.2664,0.7429,-0.61,-0.9094,0.9908,552.015,493.552,493.538
"489","38000024","38015764","Secondary_2nd","General","Public",5,"Male","Native","L5","L5","L5",47485,0.4793,1.1563,1.2838,"Yes, but I don't use it","Yes","Yes","Yes","Yes","Yes","Yes",22,275,385,23,231,-0.6051,0.1157,1.3705,0.3411,1.2817,0.2296,0.7454,-0.308,597.796,567.937,623.84
"490","38000024","38011565","Secondary_2nd","General","Public",5,"Male","Native","L6","L6","L6",49596,1.0478,1.1563,1.5453,"Yes, and I use it","Yes","No","Yes","Yes","No","Yes",25,275,275,23,245,0.6605,-0.2216,-0.6036,0.3685,0.3708,0.3377,0.7454,1.4098,626.794,564.944,596.167
"491","38000024","38016177","Secondary_2nd","General","Public",5,"Male","Native","L5","L5","L5",48417,2.1655,1.1563,0.4709,"Yes, and I use it","Yes","No","Yes","Yes","No","Yes",17,250,200,21,204,1.1892,0.6642,0.5094,2.4511,1.7359,-0.7662,0.1104,-0.308,588.14,620.421,605.99
